Stress_class	Stress_info	Pathogen	Sample_description	BioSample	BioProject	Tissue	Source_name	Treatment	Project_title	Project_des
NA	NA	NA	NA	SAMN07605649	PRJNA401736	leaves	trifoliolate leaves	NA	GmRAV1 regulates regeneration of root and adventitious buds by cytokinin in Arabidopsis and soybean	Purpose:  The goals of this study are to identify what gene GmRAV1 was related to. RNA-Sequencing experiments were designed between GmRAV1-ox soybeans and DN50 soybeans. Methods:  Leaves mRNA  of 30-day-old DN50 and GmRAV1-ox soybeans were used by RNA sequencing using Illumina HiSeqTM2000. The sequence reads that passed quality filters were analyzed at the transcript isoform level with TopHat followed by Cufflinks. Genome_build: Glycine max Wm82.a2.v1 Results: RNA-seq data confirmed that there are 1467 genes with significant differences. Some genes expression of cytokinin and auxin signaling pathways is dramatically changed, such as GmARR9, GmAUX22, GmPIN1, GmCycD3 and GmPDV2. Conclusions: GmRAV1 are related to cytokinin and auxin signaling pathways. Overall design: High-throughput sequencing using Illumina HiSeq 2000 (RNA-Seq) was performed on 30-day-old DN50 and GmRAV1-ox soybeans.
NA	NA	NA	NA	SAMN07605650	PRJNA401736	leaves	trifoliolate leaves	NA	GmRAV1 regulates regeneration of root and adventitious buds by cytokinin in Arabidopsis and soybean	Purpose:  The goals of this study are to identify what gene GmRAV1 was related to. RNA-Sequencing experiments were designed between GmRAV1-ox soybeans and DN50 soybeans. Methods:  Leaves mRNA  of 30-day-old DN50 and GmRAV1-ox soybeans were used by RNA sequencing using Illumina HiSeqTM2000. The sequence reads that passed quality filters were analyzed at the transcript isoform level with TopHat followed by Cufflinks. Genome_build: Glycine max Wm82.a2.v1 Results: RNA-seq data confirmed that there are 1467 genes with significant differences. Some genes expression of cytokinin and auxin signaling pathways is dramatically changed, such as GmARR9, GmAUX22, GmPIN1, GmCycD3 and GmPDV2. Conclusions: GmRAV1 are related to cytokinin and auxin signaling pathways. Overall design: High-throughput sequencing using Illumina HiSeq 2000 (RNA-Seq) was performed on 30-day-old DN50 and GmRAV1-ox soybeans.
NA	NA	NA	NA	SAMN07605647	PRJNA401736	leaves	trifoliolate leaves	NA	GmRAV1 regulates regeneration of root and adventitious buds by cytokinin in Arabidopsis and soybean	Purpose:  The goals of this study are to identify what gene GmRAV1 was related to. RNA-Sequencing experiments were designed between GmRAV1-ox soybeans and DN50 soybeans. Methods:  Leaves mRNA  of 30-day-old DN50 and GmRAV1-ox soybeans were used by RNA sequencing using Illumina HiSeqTM2000. The sequence reads that passed quality filters were analyzed at the transcript isoform level with TopHat followed by Cufflinks. Genome_build: Glycine max Wm82.a2.v1 Results: RNA-seq data confirmed that there are 1467 genes with significant differences. Some genes expression of cytokinin and auxin signaling pathways is dramatically changed, such as GmARR9, GmAUX22, GmPIN1, GmCycD3 and GmPDV2. Conclusions: GmRAV1 are related to cytokinin and auxin signaling pathways. Overall design: High-throughput sequencing using Illumina HiSeq 2000 (RNA-Seq) was performed on 30-day-old DN50 and GmRAV1-ox soybeans.
NA	NA	NA	NA	SAMN07605648	PRJNA401736	leaves	trifoliolate leaves	NA	GmRAV1 regulates regeneration of root and adventitious buds by cytokinin in Arabidopsis and soybean	Purpose:  The goals of this study are to identify what gene GmRAV1 was related to. RNA-Sequencing experiments were designed between GmRAV1-ox soybeans and DN50 soybeans. Methods:  Leaves mRNA  of 30-day-old DN50 and GmRAV1-ox soybeans were used by RNA sequencing using Illumina HiSeqTM2000. The sequence reads that passed quality filters were analyzed at the transcript isoform level with TopHat followed by Cufflinks. Genome_build: Glycine max Wm82.a2.v1 Results: RNA-seq data confirmed that there are 1467 genes with significant differences. Some genes expression of cytokinin and auxin signaling pathways is dramatically changed, such as GmARR9, GmAUX22, GmPIN1, GmCycD3 and GmPDV2. Conclusions: GmRAV1 are related to cytokinin and auxin signaling pathways. Overall design: High-throughput sequencing using Illumina HiSeq 2000 (RNA-Seq) was performed on 30-day-old DN50 and GmRAV1-ox soybeans.
NA	NA	NA	NA	SAMN07605646	PRJNA401736	leaves	trifoliolate leaves	NA	GmRAV1 regulates regeneration of root and adventitious buds by cytokinin in Arabidopsis and soybean	Purpose:  The goals of this study are to identify what gene GmRAV1 was related to. RNA-Sequencing experiments were designed between GmRAV1-ox soybeans and DN50 soybeans. Methods:  Leaves mRNA  of 30-day-old DN50 and GmRAV1-ox soybeans were used by RNA sequencing using Illumina HiSeqTM2000. The sequence reads that passed quality filters were analyzed at the transcript isoform level with TopHat followed by Cufflinks. Genome_build: Glycine max Wm82.a2.v1 Results: RNA-seq data confirmed that there are 1467 genes with significant differences. Some genes expression of cytokinin and auxin signaling pathways is dramatically changed, such as GmARR9, GmAUX22, GmPIN1, GmCycD3 and GmPDV2. Conclusions: GmRAV1 are related to cytokinin and auxin signaling pathways. Overall design: High-throughput sequencing using Illumina HiSeq 2000 (RNA-Seq) was performed on 30-day-old DN50 and GmRAV1-ox soybeans.
abiotic	drought	NA	control	SAMN07637808	PRJNA407016	leaves	NA	NA	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-tran	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues.
abiotic	drought	NA	stress_12h	SAMN07637806	PRJNA407016	leaves	NA	NA	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-tran	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues.
abiotic	drought	NA	stress_6h	SAMN07637809	PRJNA407016	leaves	NA	NA	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-tran	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues.
abiotic	drought	NA	control	SAMN07637874	PRJNA407016	root	NA	NA	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-tran	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues.
abiotic	drought	NA	stress_6h	SAMN07637897	PRJNA407016	root	NA	NA	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-tran	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues.
abiotic	drought	NA	stress_12h	SAMN07637828	PRJNA407016	leaves	NA	NA	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-tran	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues.
abiotic	drought	NA	control	SAMN07637847	PRJNA407016	leaves	NA	NA	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-tran	Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues.
