V2	V1
Glyma.05G180600	Glyma05g31450
Glyma.05G180700	Glyma05g31460
Glyma.05G180800	Glyma05g31470
Glyma.05G180900	Glyma05g31480
Glyma.05G181000	Glyma05g31490
Glyma.05G181100	Glyma05g31500
Glyma.05G181300	Glyma05g31505
Glyma.05G181400	Glyma05g31510
Glyma.05G181500	Glyma05g31520
Glyma.05G181600	Glyma05g31530
Glyma.05G181700	Glyma05g31540
Glyma.05G181800	Glyma05g31550
Glyma.05G181900	Glyma05g31560
Glyma.05G182000	Glyma05g31570
Glyma.05G182100	Glyma05g31580
Glyma.05G182200	Glyma05g31600
Glyma.05G182300	Glyma05g31610
Glyma.05G182500	Glyma05g31623
Glyma.05G182600	Glyma05g31630
Glyma.05G182700	Glyma05g31640
Glyma.05G182800	Glyma05g31650
Glyma.05G182900	Glyma05g31656
Glyma.05G183000	Glyma05g31663
Glyma.05G183100	Glyma05g31670
Glyma.05G183200	Glyma05g31681
Glyma.05G183300	Glyma05g31690
Glyma.05G183400	Glyma05g31700
Glyma.05G183500	Glyma05g31710
Glyma.05G183600	Glyma05g31720
Glyma.05G183700	Glyma05g31730
Glyma.05G183800	Glyma05g31740
Glyma.05G183900	Glyma05g31751
Glyma.05G184200	Glyma05g31770
Glyma.05G184300	Glyma05g31781
Glyma.05G184400	Glyma05g31790
Glyma.05G184500	Glyma05g31800
Glyma.05G184600	Glyma05g31810
Glyma.05G184700	Glyma05g31820
Glyma.05G184800	Glyma05g31830
Glyma.05G184900	Glyma05g31840
Glyma.05G185000	Glyma05g31850
Glyma.05G185100	Glyma05g31860
Glyma.05G185200	Glyma05g31870
Glyma.05G185300	Glyma05g31891
Glyma.05G185400	Glyma05g31910
Glyma.05G185500	Glyma05g31920
Glyma.05G185600	Glyma05g31930
Glyma.05G185700	Glyma05g31940
Glyma.05G185800	Glyma05g31950
Glyma.05G185900	Glyma05g31960
Glyma.05G186000	Glyma05g31970
Glyma.05G186100	Glyma05g31981
Glyma.05G186200	Glyma05g31990
Glyma.05G186300	Glyma05g32001
Glyma.05G186400	Glyma05g32010
Glyma.05G186500	Glyma05g32020
Glyma.05G186600	Glyma05g32030
Glyma.05G186700	Glyma05g32040
Glyma.05G186800	Glyma05g32050
Glyma.05G186900	Glyma05g32070
Glyma.05G187000	Glyma05g32080
Glyma.05G187100	Glyma05g32090
Glyma.05G187200	Glyma05g32095
Glyma.05G187300	Glyma05g32100
Glyma.05G187400	Glyma05g32110
Glyma.05G187500	Glyma05g32121
Glyma.05G187700	Glyma05g32130
Glyma.05G187800	Glyma05g32140
Glyma.05G187900	Glyma05g32150
Glyma.05G188000	Glyma05g32160
Glyma.05G188200	Glyma05g32170
Glyma.05G188300	Glyma05g32180
Glyma.05G188500	Glyma05g32190
Glyma.05G188600	Glyma05g32200
Glyma.05G188700	Glyma05g32210
Glyma.05G188800	Glyma05g32220
Glyma.05G188900	Glyma05g32240
Glyma.05G189000	Glyma05g32250
Glyma.05G189100	Glyma05g32260
Glyma.05G189200	Glyma05g32270
Glyma.05G189300	Glyma05g32281
Glyma.05G189400	Glyma05g32290
Glyma.05G189500	Glyma05g32301
Glyma.05G189600	Glyma05g32310
Glyma.05G189700	Glyma05g32320
Glyma.05G189800	Glyma05g32331
Glyma.05G189900	Glyma05g32340
Glyma.05G190000	Glyma05g32350
Glyma.05G190100	Glyma05g32360
Glyma.05G190200	Glyma05g32370
Glyma.05G190300	Glyma05g32380
Glyma.05G190500	Glyma05g32395
Glyma.05G190600	Glyma05g32410
Glyma.05G190700	Glyma05g32420
Glyma.05G190800	Glyma05g32430
Glyma.05G191000	Glyma05g32445
Glyma.05G191100	Glyma05g32450
Glyma.05G191200	Glyma05g32460
Glyma.05G191300	Glyma05g32470
Glyma.05G191400	Glyma05g32480
Glyma.05G191500	Glyma05g32491
Glyma.05G191600	Glyma05g32500
Glyma.05G191700	Glyma05g32510
Glyma.05G191800	Glyma05g32520
Glyma.05G191900	Glyma05g32530
Glyma.05G192100	Glyma05g32541
Glyma.05G192200	Glyma05g32550
Glyma.05G192300	Glyma05g32565
Glyma.05G192400	Glyma05g32580
Glyma.05G192500	Glyma05g32590
Glyma.05G192600	Glyma05g32600
Glyma.05G192700	Glyma05g32620
Glyma.05G192800	Glyma05g32630
Glyma.05G192900	Glyma05g32640
Glyma.05G193000	Glyma05g32650
Glyma.05G193200	Glyma05g32670
Glyma.05G193300	Glyma05g32680
Glyma.05G193400	Glyma05g32691
Glyma.05G193500	Glyma05g32700
Glyma.05G193600	Glyma05g32720
Glyma.05G193700	Glyma05g32731
Glyma.05G193900	Glyma05g32740
Glyma.05G194000	Glyma05g32750
Glyma.05G194100	Glyma05g32756
Glyma.05G194200	Glyma05g32763
Glyma.05G194300	Glyma05g32770
Glyma.05G194400	Glyma05g32790
Glyma.05G194500	Glyma05g32800
Glyma.05G194600	Glyma05g32810
Glyma.05G194700	Glyma05g32820
Glyma.05G194800	Glyma05g32830
Glyma.05G195000	Glyma05g32850
Glyma.05G195100	Glyma05g32860
Glyma.05G195200	Glyma05g32880
Glyma.05G195300	Glyma05g32890
Glyma.05G195400	Glyma05g32900
Glyma.05G195500	Glyma05g32911
Glyma.05G195600	Glyma05g32920
Glyma.05G195700	Glyma05g32930
Glyma.05G195800	Glyma05g32940
Glyma.05G195900	Glyma05g32950
Glyma.05G196000	Glyma05g32960
Glyma.05G196100	Glyma05g32970
Glyma.05G196200	Glyma05g32986
Glyma.05G196300	Glyma05g32993
Glyma.05G196400	Glyma05g33000
Glyma.05G196500	Glyma05g33010
Glyma.05G196600	Glyma05g33020
Glyma.05G196700	Glyma05g33040
Glyma.05G196800	Glyma05g33050
Glyma.05G196900	Glyma05g33070
Glyma.05G197000	Glyma05g33080
Glyma.05G197100	Glyma05g33101
Glyma.05G197200	Glyma05g33120
Glyma.05G197300	Glyma05g33131
Glyma.05G197400	Glyma05g33140
Glyma.05G197500	Glyma05g33150
Glyma.05G197600	Glyma05g33160
Glyma.05G197700	Glyma05g33170
Glyma.05G197900	Glyma05g33190
Glyma.05G198000	Glyma05g33200
Glyma.05G198100	Glyma05g33220
Glyma.05G198200	Glyma05g33231
Glyma.05G198300	Glyma05g33240
Glyma.05G198400	Glyma05g33250
Glyma.05G198500	Glyma05g33260
Glyma.05G198600	Glyma05g33270
Glyma.05G198700	Glyma05g33280
Glyma.05G198900	Glyma05g33300
Glyma.05G199000	Glyma05g33310
Glyma.05G199100	Glyma05g33320
Glyma.05G199200	Glyma05g33330
Glyma.05G199300	Glyma05g33340
Glyma.05G199400	Glyma05g33350
Glyma.05G199500	Glyma05g33360
Glyma.05G199600	Glyma05g33380
Glyma.05G199700	Glyma05g33390
Glyma.05G199800	Glyma05g33410
Glyma.05G199900	Glyma05g33420
Glyma.05G200000	Glyma05g33430
Glyma.05G200100	Glyma05g33440
Glyma.05G200200	Glyma05g33450
Glyma.U040600	Glyma05g33470
Glyma.05G249100	Glyma05g33481
Glyma.05G249000	Glyma05g33500
Glyma.05G248900	Glyma05g33510
Glyma.05G248800	Glyma05g33520
Glyma.05G248700	Glyma05g33530
Glyma.05G248600	Glyma05g33540
Glyma.05G248500	Glyma05g33560
Glyma.05G248300	Glyma05g33590
Glyma.05G248200	Glyma05g33600
Glyma.05G248100	Glyma05g33610
Glyma.05G248000	Glyma05g33620
Glyma.05G247900	Glyma05g33630
Glyma.05G247800	Glyma05g33640
Glyma.05G247700	Glyma05g33650
Glyma.05G247500	Glyma05g33660
Glyma.05G247400	Glyma05g33691
Glyma.05G247300	Glyma05g33700
Glyma.05G247200	Glyma05g33711
Glyma.05G247100	Glyma05g33720
Glyma.05G247000	Glyma05g33730
Glyma.05G246900	Glyma05g33750
Glyma.05G246800	Glyma05g33760
Glyma.05G246700	Glyma05g33770
Glyma.05G246600	Glyma05g33780
Glyma.05G246500	Glyma05g33790
Glyma.05G246400	Glyma05g33800
Glyma.05G246300	Glyma05g33810
Glyma.05G246200	Glyma05g33820
Glyma.05G246100	Glyma05g33830
Glyma.05G246000	Glyma05g33840
Glyma.05G245900	Glyma05g33850
Glyma.05G245800	Glyma05g33860
Glyma.05G245700	Glyma05g33871
Glyma.05G245600	Glyma05g33880
Glyma.05G245500	Glyma05g33890
Glyma.05G245400	Glyma05g33901
Glyma.05G245300	Glyma05g33910
Glyma.05G245200	Glyma05g33920
Glyma.05G245100	Glyma05g33930
Glyma.05G245000	Glyma05g33940
Glyma.05G244800	Glyma05g33960
Glyma.05G244700	Glyma05g33970
Glyma.05G244600	Glyma05g33980
Glyma.05G244500	Glyma05g33990
Glyma.05G244400	Glyma05g34000
Glyma.05G244300	Glyma05g34010
Glyma.05G244200	Glyma05g34020
Glyma.05G244100	Glyma05g34030
Glyma.05G244000	Glyma05g34040
Glyma.05G243900	Glyma05g34060
Glyma.05G243800	Glyma05g34070
Glyma.05G243700	Glyma05g34080
Glyma.05G243600	Glyma05g34090
Glyma.05G243500	Glyma05g34110
Glyma.05G243400	Glyma05g34120
Glyma.05G243300	Glyma05g34130
Glyma.05G243200	Glyma05g34140
Glyma.05G243000	Glyma05g34150
Glyma.05G243100	Glyma05g34160
Glyma.05G242900	Glyma05g34170
Glyma.05G242800	Glyma05g34180
Glyma.05G242700	Glyma05g34190
Glyma.05G242600	Glyma05g34200
Glyma.05G242400	Glyma05g34220
Glyma.05G242300	Glyma05g34230
Glyma.05G242200	Glyma05g34236
Glyma.05G242100	Glyma05g34243
Glyma.05G242000	Glyma05g34250
Glyma.05G241900	Glyma05g34270
Glyma.05G241800	Glyma05g34280
Glyma.05G241700	Glyma05g34290
Glyma.05G241600	Glyma05g34310
Glyma.05G241500	Glyma05g34320
Glyma.05G241400	Glyma05g34330
Glyma.05G241300	Glyma05g34340
Glyma.05G241200	Glyma05g34350
Glyma.05G241100	Glyma05g34360
Glyma.05G241000	Glyma05g34370
Glyma.05G240900	Glyma05g34400
Glyma.05G240800	Glyma05g34410
Glyma.05G240700	Glyma05g34420
Glyma.05G240600	Glyma05g34430
Glyma.05G240500	Glyma05g34450
Glyma.05G240400	Glyma05g34460
Glyma.05G240300	Glyma05g34470
Glyma.05G240200	Glyma05g34480
Glyma.05G240100	Glyma05g34490
Glyma.05G240000	Glyma05g34500
Glyma.05G239900	Glyma05g34510
Glyma.05G239500	Glyma05g34523
Glyma.05G239400	Glyma05g34530
Glyma.05G239300	Glyma05g34540
Glyma.05G239200	Glyma05g34550
Glyma.05G239100	Glyma05g34560
Glyma.05G239000	Glyma05g34570
Glyma.05G238900	Glyma05g34580
Glyma.05G238800	Glyma05g34600
Glyma.05G238700	Glyma05g34610
Glyma.05G238600	Glyma05g34620
Glyma.05G238500	Glyma05g34630
Glyma.05G238400	Glyma05g34640
Glyma.05G238300	Glyma05g34650
Glyma.05G238200	Glyma05g34660
Glyma.05G238100	Glyma05g34670
Glyma.05G238000	Glyma05g34680
Glyma.05G237900	Glyma05g34690
Glyma.05G237800	Glyma05g34700
Glyma.05G237700	Glyma05g34710
Glyma.05G237600	Glyma05g34720
Glyma.05G237500	Glyma05g34730
Glyma.05G237400	Glyma05g34740
Glyma.05G237300	Glyma05g34750
Glyma.05G237200	Glyma05g34760
Glyma.05G237100	Glyma05g34780
Glyma.05G237000	Glyma05g34790
Glyma.05G236900	Glyma05g34800
Glyma.05G236800	Glyma05g34810
Glyma.05G236700	Glyma05g34820
Glyma.05G236600	Glyma05g34830
Glyma.05G236500	Glyma05g34840
Glyma.05G236400	Glyma05g34850
Glyma.05G236300	Glyma05g34870
Glyma.05G236200	Glyma05g34876
Glyma.05G236100	Glyma05g34890
Glyma.05G236000	Glyma05g34900
Glyma.05G235900	Glyma05g34910
Glyma.05G235800	Glyma05g34920
Glyma.05G235700	Glyma05g34930
Glyma.05G235600	Glyma05g34945
Glyma.05G235500	Glyma05g34960
Glyma.05G235400	Glyma05g34970
Glyma.05G235300	Glyma05g34980
Glyma.05G235200	Glyma05g34990
Glyma.05G235000	Glyma05g35000
Glyma.05G235100	Glyma05g35011
Glyma.05G234900	Glyma05g35021
Glyma.05G234800	Glyma05g35030
Glyma.05G234700	Glyma05g35040
Glyma.05G234600	Glyma05g35050
Glyma.05G234500	Glyma05g35060
Glyma.05G234400	Glyma05g35070
Glyma.05G234300	Glyma05g35080
Glyma.05G234200	Glyma05g35090
Glyma.05G234100	Glyma05g35105
Glyma.05G234000	Glyma05g35120
Glyma.05G233900	Glyma05g35130
Glyma.05G233700	Glyma05g35151
Glyma.05G233400	Glyma05g35180
Glyma.05G233300	Glyma05g35190
Glyma.05G233200	Glyma05g35200
Glyma.05G233000	Glyma05g35220
Glyma.05G232800	Glyma05g35240
Glyma.05G232700	Glyma05g35250
Glyma.05G232600	Glyma05g35260
Glyma.05G232500	Glyma05g35270
Glyma.05G232400	Glyma05g35280
Glyma.05G232300	Glyma05g35295
Glyma.05G232200	Glyma05g35310
Glyma.05G232100	Glyma05g35320
Glyma.05G232000	Glyma05g35330
Glyma.05G231900	Glyma05g35340
Glyma.05G231800	Glyma05g35350
Glyma.05G231700	Glyma05g35360
Glyma.05G231600	Glyma05g35375
Glyma.05G231500	Glyma05g35390
Glyma.05G231400	Glyma05g35400
Glyma.05G231300	Glyma05g35410
Glyma.05G231200	Glyma05g35420
Glyma.05G231100	Glyma05g35430
Glyma.05G231000	Glyma05g35440
Glyma.05G230900	Glyma05g35450
Glyma.05G230700	Glyma05g35470
Glyma.05G230600	Glyma05g35480
Glyma.05G230500	Glyma05g35490
Glyma.05G230400	Glyma05g35501
Glyma.05G230300	Glyma05g35511
Glyma.05G230200	Glyma05g35520
Glyma.05G230100	Glyma05g35530
Glyma.05G230000	Glyma05g35550
Glyma.05G229900	Glyma05g35561
Glyma.05G229800	Glyma05g35570
Glyma.05G229700	Glyma05g35590
Glyma.05G229600	Glyma05g35600
Glyma.05G229500	Glyma05g35610
Glyma.05G229400	Glyma05g35620
Glyma.05G229300	Glyma05g35640
Glyma.05G229100	Glyma05g35650
Glyma.05G228800	Glyma05g35670
Glyma.05G228700	Glyma05g35680
Glyma.05G228600	Glyma05g35691
Glyma.05G228500	Glyma05g35700
Glyma.05G228400	Glyma05g35710
Glyma.05G228300	Glyma05g35721
Glyma.05G228200	Glyma05g35730
Glyma.05G228100	Glyma05g35741
Glyma.05G228000	Glyma05g35750
Glyma.05G227900	Glyma05g35755
Glyma.05G227800	Glyma05g35760
Glyma.05G227700	Glyma05g35770
Glyma.05G227600	Glyma05g35781
Glyma.05G227500	Glyma05g35790
Glyma.05G227400	Glyma05g35800
Glyma.05G227300	Glyma05g35811
Glyma.05G227200	Glyma05g35820
Glyma.05G227100	Glyma05g35830
Glyma.05G227000	Glyma05g35840
Glyma.05G226900	Glyma05g35850
Glyma.05G226800	Glyma05g35860
Glyma.05G226700	Glyma05g35880
Glyma.05G226600	Glyma05g35890
Glyma.05G226400	Glyma05g35900
Glyma.05G226200	Glyma05g35910
Glyma.05G226100	Glyma05g35920
Glyma.05G226000	Glyma05g35930
Glyma.05G225900	Glyma05g35940
Glyma.05G225800	Glyma05g35955
Glyma.05G225700	Glyma05g35970
Glyma.05G225600	Glyma05g35980
Glyma.05G225500	Glyma05g35990
Glyma.05G225400	Glyma05g36000
Glyma.05G225300	Glyma05g36010
Glyma.05G225200	Glyma05g36020
Glyma.05G225100	Glyma05g36031
Glyma.05G225000	Glyma05g36040
Glyma.05G224900	Glyma05g36050
Glyma.05G224800	Glyma05g36060
Glyma.05G224700	Glyma05g36070
Glyma.05G224600	Glyma05g36090
Glyma.05G224500	Glyma05g36100
Glyma.05G224400	Glyma05g36110
Glyma.05G224300	Glyma05g36120
Glyma.05G224200	Glyma05g36130
Glyma.05G224000	Glyma05g36140
Glyma.05G223900	Glyma05g36150
Glyma.05G223800	Glyma05g36160
Glyma.05G223700	Glyma05g36170
Glyma.05G223600	Glyma05g36190
Glyma.05G223500	Glyma05g36200
Glyma.05G223400	Glyma05g36210
Glyma.05G223300	Glyma05g36220
Glyma.05G223200	Glyma05g36230
Glyma.05G223100	Glyma05g36240
Glyma.05G223000	Glyma05g36250
Glyma.05G222900	Glyma05g36260
Glyma.05G222800	Glyma05g36270
Glyma.05G222700	Glyma05g36280
Glyma.05G222600	Glyma05g36290
Glyma.05G222500	Glyma05g36300
Glyma.05G222400	Glyma05g36310
Glyma.05G222300	Glyma05g36320
Glyma.05G222200	Glyma05g36330
Glyma.05G222000	Glyma05g36350
Glyma.05G221900	Glyma05g36360
Glyma.05G221800	Glyma05g36380
Glyma.05G221700	Glyma05g36390
Glyma.05G221600	Glyma05g36400
Glyma.05G221500	Glyma05g36410
Glyma.05G221400	Glyma05g36420
Glyma.05G221300	Glyma05g36430
Glyma.05G221200	Glyma05g36441
Glyma.05G221100	Glyma05g36450
Glyma.05G221000	Glyma05g36460
Glyma.05G220900	Glyma05g36470
Glyma.05G220800	Glyma05g36480
Glyma.05G220700	Glyma05g36490
Glyma.05G220600	Glyma05g36500
Glyma.05G220500	Glyma05g36520
Glyma.05G220300	Glyma05g36530
Glyma.05G220200	Glyma05g36540
Glyma.05G220100	Glyma05g36550
Glyma.05G220000	Glyma05g36560
Glyma.05G219800	Glyma05g36580
Glyma.05G219700	Glyma05g36590
Glyma.05G219600	Glyma05g36600
Glyma.05G219500	Glyma05g36610
Glyma.05G219400	Glyma05g36620
Glyma.05G219300	Glyma05g36630
Glyma.05G219200	Glyma05g36640
Glyma.05G219100	Glyma05g36650
Glyma.05G219000	Glyma05g36660
Glyma.05G218900	Glyma05g36665
Glyma.05G218800	Glyma05g36670
Glyma.05G218700	Glyma05g36680
Glyma.05G218600	Glyma05g36690
Glyma.05G218500	Glyma05g36700
Glyma.05G218400	Glyma05g36710
Glyma.05G218300	Glyma05g36730
Glyma.05G218200	Glyma05g36740
Glyma.05G218100	Glyma05g36750
Glyma.05G218000	Glyma05g36760
Glyma.05G217900	Glyma05g36770
Glyma.05G217800	Glyma05g36785
Glyma.05G217700	Glyma05g36800
Glyma.05G217600	Glyma05g36810
Glyma.05G217500	Glyma05g36820
Glyma.05G217400	Glyma05g36830
Glyma.05G217300	Glyma05g36840
Glyma.05G217100	Glyma05g36850
Glyma.05G217000	Glyma05g36870
Glyma.05G216900	Glyma05g36883
Glyma.05G216800	Glyma05g36890
Glyma.05G216700	Glyma05g36900
Glyma.05G216600	Glyma05g36910
Glyma.05G216500	Glyma05g36920
Glyma.05G216400	Glyma05g36930
Glyma.05G216300	Glyma05g36945
Glyma.05G216200	Glyma05g36950
Glyma.05G216100	Glyma05g36956
Glyma.05G216000	Glyma05g36963
Glyma.05G215900	Glyma05g36970
Glyma.05G215800	Glyma05g36980
Glyma.05G215700	Glyma05g36990
Glyma.05G215600	Glyma05g37000
Glyma.05G215500	Glyma05g37010
Glyma.05G215400	Glyma05g37021
Glyma.05G215300	Glyma05g37030
Glyma.05G215100	Glyma05g37050
Glyma.05G215000	Glyma05g37060
Glyma.05G214900	Glyma05g37070
Glyma.05G214800	Glyma05g37100
Glyma.05G214700	Glyma05g37105
Glyma.05G214500	Glyma05g37110
Glyma.05G214400	Glyma05g37120
Glyma.05G214300	Glyma05g37130
Glyma.05G214200	Glyma05g37150
Glyma.05G214100	Glyma05g37160
Glyma.05G214000	Glyma05g37170
Glyma.05G213900	Glyma05g37180
Glyma.05G213800	Glyma05g37190
Glyma.05G213700	Glyma05g37200
Glyma.05G213600	Glyma05g37210
Glyma.05G213400	Glyma05g37230
Glyma.05G213300	Glyma05g37240
Glyma.05G213200	Glyma05g37260
Glyma.05G213100	Glyma05g37270
Glyma.05G213000	Glyma05g37280
Glyma.05G212900	Glyma05g37290
Glyma.05G212800	Glyma05g37300
Glyma.05G212700	Glyma05g37310
Glyma.05G212600	Glyma05g37320
Glyma.05G212500	Glyma05g37330
Glyma.05G212400	Glyma05g37340
Glyma.05G212300	Glyma05g37350
Glyma.05G212200	Glyma05g37360
Glyma.05G212100	Glyma05g37370
Glyma.05G212000	Glyma05g37380
Glyma.05G211900	Glyma05g37390
Glyma.05G211800	Glyma05g37400
Glyma.05G211700	Glyma05g37410
Glyma.05G211600	Glyma05g37420
Glyma.05G211500	Glyma05g37430
Glyma.05G211400	Glyma05g37440
Glyma.05G211200	Glyma05g37460
Glyma.05G211100	Glyma05g37470
Glyma.05G211000	Glyma05g37480
Glyma.05G210900	Glyma05g37490
Glyma.05G210800	Glyma05g37510
Glyma.05G210600	Glyma05g37521
Glyma.05G210500	Glyma05g37530
Glyma.05G210400	Glyma05g37540
Glyma.05G210300	Glyma05g37550
Glyma.05G210100	Glyma05g37570
Glyma.05G210000	Glyma05g37580
Glyma.05G209900	Glyma05g37590
Glyma.05G209800	Glyma05g37600
Glyma.05G209700	Glyma05g37610
Glyma.05G209600	Glyma05g37620
Glyma.05G209500	Glyma05g37635
Glyma.05G209400	Glyma05g37650
Glyma.05G209300	Glyma05g37660
Glyma.05G209200	Glyma05g37670
Glyma.05G209100	Glyma05g37680
Glyma.05G209000	Glyma05g37690
Glyma.05G208900	Glyma05g37700
Glyma.05G208800	Glyma05g37720
Glyma.05G208700	Glyma05g37730
Glyma.05G208600	Glyma05g37740
Glyma.05G208500	Glyma05g37751
Glyma.05G208400	Glyma05g37760
Glyma.05G208300	Glyma05g37770
Glyma.05G208200	Glyma05g37790
Glyma.05G208100	Glyma05g37800
Glyma.05G208000	Glyma05g37810
Glyma.05G207900	Glyma05g37820
Glyma.05G207800	Glyma05g37830
Glyma.05G207700	Glyma05g37840
Glyma.05G207600	Glyma05g37850
Glyma.05G207500	Glyma05g37860
Glyma.05G207400	Glyma05g37870
Glyma.05G207300	Glyma05g37880
Glyma.05G207200	Glyma05g37891
Glyma.05G207100	Glyma05g37900
Glyma.05G207000	Glyma05g37905
Glyma.05G206900	Glyma05g37910
Glyma.05G206600	Glyma05g37930
Glyma.05G206500	Glyma05g37940
Glyma.05G206400	Glyma05g37950
Glyma.05G206300	Glyma05g37960
Glyma.05G206200	Glyma05g37970
Glyma.05G206100	Glyma05g37980
Glyma.05G205900	Glyma05g37990
Glyma.05G205800	Glyma05g38000
Glyma.05G205700	Glyma05g38010
Glyma.05G205600	Glyma05g38020
Glyma.05G205500	Glyma05g38030
Glyma.05G205400	Glyma05g38040
Glyma.05G205300	Glyma05g38050
Glyma.05G205200	Glyma05g38060
Glyma.05G205100	Glyma05g38075
Glyma.05G204900	Glyma05g38090
Glyma.05G204800	Glyma05g38110
Glyma.05G204700	Glyma05g38120
Glyma.05G204600	Glyma05g38130
Glyma.05G204500	Glyma05g38140
Glyma.05G204400	Glyma05g38150
Glyma.05G204300	Glyma05g38160
Glyma.05G204200	Glyma05g38170
Glyma.05G204100	Glyma05g38180
Glyma.05G204000	Glyma05g38190
Glyma.05G203800	Glyma05g38210
Glyma.05G203700	Glyma05g38220
Glyma.05G203600	Glyma05g38231
Glyma.05G203500	Glyma05g38240
Glyma.05G203400	Glyma05g38251
Glyma.05G203300	Glyma05g38260
Glyma.05G203100	Glyma05g38280
Glyma.05G203000	Glyma05g38290
Glyma.05G202900	Glyma05g38310
Glyma.05G202800	Glyma05g38330
Glyma.05G202700	Glyma05g38340
Glyma.05G202600	Glyma05g38351
Glyma.05G202500	Glyma05g38360
Glyma.05G202400	Glyma05g38370
Glyma.05G202300	Glyma05g38380
Glyma.05G202200	Glyma05g38390
Glyma.05G202000	Glyma05g38410
Glyma.05G201900	Glyma05g38430
Glyma.05G201800	Glyma05g38440
Glyma.05G201700	Glyma05g38450
Glyma.05G201500	Glyma05g38470
Glyma.05G201400	Glyma05g38480
Glyma.05G201300	Glyma05g38490
Glyma.05G201200	Glyma05g38500
Glyma.05G201100	Glyma05g38510
Glyma.05G201000	Glyma05g38520
Glyma.05G200900	Glyma05g38530
Glyma.05G200800	Glyma05g38540
Glyma.05G200700	Glyma05g38550
Glyma.05G200600	Glyma05g38560
Glyma.05G200500	Glyma05g38570
Glyma.05G200400	Glyma05g38580
Glyma.U040500	Glyma0615s00200
Glyma.U040400	Glyma0615s00250
Glyma.16G194800	Glyma0679s50
Glyma.06G000200	Glyma06g00220
Glyma.06G000300	Glyma06g00230
Glyma.06G000400	Glyma06g00240
Glyma.06G000500	Glyma06g00260
Glyma.06G000600	Glyma06g00275
Glyma.06G000700	Glyma06g00290
Glyma.06G000800	Glyma06g00300
Glyma.06G000900	Glyma06g00310
Glyma.06G001000	Glyma06g00320
Glyma.06G001100	Glyma06g00330
Glyma.06G001200	Glyma06g00340
Glyma.06G001300	Glyma06g00360
Glyma.06G001400	Glyma06g00370
Glyma.06G001500	Glyma06g00380
Glyma.06G001700	Glyma06g00400
Glyma.06G001800	Glyma06g00420
Glyma.06G002000	Glyma06g00440
Glyma.06G002200	Glyma06g00445
Glyma.06G002300	Glyma06g00450
Glyma.06G002400	Glyma06g00461
Glyma.06G002500	Glyma06g00471
Glyma.06G002600	Glyma06g00480
Glyma.06G002700	Glyma06g00490
Glyma.06G002800	Glyma06g00500
Glyma.06G002900	Glyma06g00510
Glyma.06G003000	Glyma06g00523
Glyma.06G003100	Glyma06g00536
Glyma.06G003200	Glyma06g00550
Glyma.06G003300	Glyma06g00560
Glyma.06G003400	Glyma06g00580
Glyma.06G003500	Glyma06g00590
Glyma.06G003600	Glyma06g00600
Glyma.06G003700	Glyma06g00610
Glyma.06G003800	Glyma06g00630
Glyma.06G003900	Glyma06g00640
Glyma.06G004200	Glyma06g00660
Glyma.06G004300	Glyma06g00671
Glyma.06G004400	Glyma06g00680
Glyma.06G004500	Glyma06g00690
Glyma.06G004700	Glyma06g00700
Glyma.06G004800	Glyma06g00710
Glyma.06G004900	Glyma06g00720
Glyma.06G005000	Glyma06g00730
Glyma.06G005100	Glyma06g00740
Glyma.06G005200	Glyma06g00750
Glyma.06G005300	Glyma06g00760
Glyma.06G005400	Glyma06g00770
Glyma.06G005500	Glyma06g00781
Glyma.06G005600	Glyma06g00790
Glyma.06G005700	Glyma06g00800
Glyma.06G005800	Glyma06g00810
Glyma.06G005900	Glyma06g00820
Glyma.06G006000	Glyma06g00831
Glyma.06G006100	Glyma06g00841
Glyma.06G006200	Glyma06g00851
Glyma.06G006300	Glyma06g00861
Glyma.06G006400	Glyma06g00871
Glyma.06G006500	Glyma06g00880
Glyma.06G006600	Glyma06g00895
Glyma.06G006700	Glyma06g00910
Glyma.06G006800	Glyma06g00930
Glyma.06G006900	Glyma06g00940
Glyma.06G007100	Glyma06g00950
Glyma.06G007300	Glyma06g00960
Glyma.06G007400	Glyma06g00980
Glyma.06G007500	Glyma06g00990
Glyma.06G007600	Glyma06g01000
Glyma.06G007700	Glyma06g01010
Glyma.06G007800	Glyma06g01021
Glyma.06G007900	Glyma06g01030
Glyma.06G008000	Glyma06g01045
Glyma.06G008200	Glyma06g01060
Glyma.06G008300	Glyma06g01070
Glyma.06G008400	Glyma06g01080
Glyma.06G008500	Glyma06g01087
Glyma.06G008600	Glyma06g01094
Glyma.06G008700	Glyma06g01102
Glyma.06G008800	Glyma06g01110
Glyma.06G008900	Glyma06g01120
Glyma.06G009000	Glyma06g01130
Glyma.06G009100	Glyma06g01140
Glyma.06G009200	Glyma06g01160
Glyma.06G009400	Glyma06g01180
Glyma.06G009500	Glyma06g01186
Glyma.06G009600	Glyma06g01193
Glyma.06G009700	Glyma06g01200
Glyma.06G009800	Glyma06g01210
Glyma.06G009900	Glyma06g01220
Glyma.06G010000	Glyma06g01226
Glyma.06G010100	Glyma06g01233
Glyma.06G010200	Glyma06g01240
Glyma.06G010400	Glyma06g01260
Glyma.06G010500	Glyma06g01270
Glyma.06G010600	Glyma06g01280
Glyma.06G010700	Glyma06g01286
Glyma.06G010900	Glyma06g01300
Glyma.06G011000	Glyma06g01310
Glyma.06G011100	Glyma06g01320
Glyma.06G011200	Glyma06g01330
